"","width","SRR1532959","SRR1532960","SRR1532961","SRR1532962","SRR1532963","SRR1532964"
"WBGene00050207",21,0,0,0,0,0,0
"WBGene00050208",21,0,0,0,0,0,0
"WBGene00050209",21,0,0,0,0,0,0
"WBGene00050210",21,0,0,0,0,0,0
"WBGene00050211",21,0,0,0,0,0,0
"WBGene00050212",21,0,0,0,0,0,0
"WBGene00050213",21,0,0,0,0,0,0
"WBGene00050214",21,0,0,0,0,0,0
"WBGene00050215",21,0,0,0,0,0,0
"WBGene00050216",21,0,0,0,0,0,0
"WBGene00050217",21,0,0,0,0,0,0
"WBGene00050218",21,0,0,0,0,0,0
"WBGene00050219",21,0,0,0,0,0,0
"WBGene00050220",21,0,0,0,0,0,0
"WBGene00050221",21,0,0,0,0,0,0
"WBGene00050222",21,0,0,0,0,0,0
"WBGene00050223",21,0,0,0,0,0,0
"WBGene00050224",21,0,0,0,0,0,0
"WBGene00050225",21,0,0,0,0,0,0
"WBGene00050226",21,0,0,0,0,0,0
"WBGene00050227",21,0,0,1,0,0,2
"WBGene00050228",21,0,0,0,0,0,0
"WBGene00050229",21,0,0,0,0,0,0
"WBGene00050230",21,0,0,0,0,0,0
"WBGene00050231",21,0,0,0,0,0,0
"WBGene00050232",21,0,0,0,0,0,0
"WBGene00050233",21,0,0,0,0,0,0
"WBGene00050234",21,0,0,0,0,0,0
"WBGene00050235",21,0,0,0,0,0,0
"WBGene00050236",21,0,0,0,0,0,0
"WBGene00050237",21,0,0,0,0,0,0
"WBGene00050238",21,0,0,0,0,0,0
"WBGene00050239",21,0,0,0,0,0,0
"WBGene00050240",21,0,0,0,0,0,0
"WBGene00050241",21,0,0,0,0,0,0
"WBGene00050242",21,0,0,0,0,0,0
"WBGene00050243",21,0,0,0,0,0,0
"WBGene00050244",21,0,0,0,0,0,0
"WBGene00050245",21,0,0,0,0,0,0
"WBGene00050246",21,0,0,0,0,0,0
"WBGene00050247",21,0,0,0,0,0,0
"WBGene00050248",21,0,0,0,0,0,0
"WBGene00050249",21,0,0,0,0,0,0
"WBGene00050250",21,0,0,0,0,0,0
"WBGene00050251",21,0,0,0,0,0,0
"WBGene00050252",21,0,0,0,0,0,0
"WBGene00050253",21,0,0,0,0,0,0
"WBGene00050254",21,0,0,0,0,0,0
"WBGene00050255",21,0,0,0,0,0,0
"WBGene00050256",21,0,0,0,0,0,0
"WBGene00050257",21,0,0,0,0,0,0
"WBGene00050258",21,0,0,0,0,0,0
"WBGene00050259",21,0,0,0,0,0,0
"WBGene00050260",21,0,0,0,0,0,0
"WBGene00050261",21,0,0,0,0,0,0
"WBGene00050262",21,0,0,0,0,0,0
"WBGene00050263",21,0,0,0,0,0,0
"WBGene00050264",21,0,0,0,0,0,0
"WBGene00050265",21,0,0,0,0,0,0
"WBGene00050266",21,0,0,0,0,0,0
"WBGene00050267",21,0,0,0,0,0,0
"WBGene00050268",21,0,0,0,0,0,0
"WBGene00050269",21,0,0,0,0,0,0
"WBGene00050270",21,0,0,0,0,0,0
"WBGene00050271",21,0,0,0,0,0,0
"WBGene00050272",21,0,0,0,0,0,0
"WBGene00050273",21,0,0,0,0,0,0
"WBGene00050274",21,0,0,0,0,0,0
"WBGene00050275",21,0,0,0,0,0,0
"WBGene00050276",21,0,0,0,0,0,0
"WBGene00050277",21,0,0,0,0,0,0
"WBGene00050278",21,0,0,0,0,0,0
"WBGene00050279",21,0,0,0,0,0,0
"WBGene00050280",21,0,0,0,0,0,0
"WBGene00050281",21,0,0,0,0,0,0
"WBGene00050282",21,0,0,0,0,0,0
"WBGene00050283",21,0,0,0,0,0,0
"WBGene00050284",21,0,0,0,0,0,0
"WBGene00050285",21,0,0,0,0,0,0
"WBGene00050286",21,0,0,0,0,0,0
"WBGene00050287",21,0,0,0,0,0,0
"WBGene00050288",21,0,0,0,0,0,0
"WBGene00050289",21,0,0,0,0,0,0
"WBGene00050290",21,0,0,0,0,0,0
"WBGene00050291",21,0,0,0,0,0,0
"WBGene00050292",21,0,0,0,0,0,0
"WBGene00050293",21,0,0,0,0,0,0
"WBGene00050294",21,0,0,0,0,0,0
"WBGene00050295",21,0,0,0,0,0,0
"WBGene00050296",21,0,0,0,0,0,0
"WBGene00050297",21,0,0,0,0,0,0
"WBGene00050298",21,0,0,0,0,0,0
"WBGene00050299",21,0,0,0,0,0,0
"WBGene00050300",21,0,0,0,0,0,0
"WBGene00050301",21,0,0,0,0,0,0
"WBGene00050302",21,0,0,0,0,0,0
"WBGene00050303",21,0,0,0,0,0,0
"WBGene00050304",21,0,0,0,0,0,0
"WBGene00050305",21,0,0,0,0,0,0
"WBGene00050306",21,0,0,0,0,0,0
"WBGene00050307",21,0,0,0,0,0,0
"WBGene00050308",21,0,0,0,0,0,0
"WBGene00050309",21,0,0,0,0,0,0
"WBGene00050310",21,0,0,0,0,0,0
"WBGene00050311",21,0,0,0,0,0,0
"WBGene00050312",21,0,0,0,0,0,0
"WBGene00050313",21,0,0,0,0,0,0
"WBGene00050314",21,0,0,0,0,0,0
"WBGene00050315",21,0,0,0,0,0,0
"WBGene00050316",21,0,0,0,0,0,0
"WBGene00050317",21,0,0,0,0,0,0
"WBGene00050318",21,0,0,0,0,0,0
"WBGene00050319",21,0,0,0,0,0,0
"WBGene00050320",21,0,0,0,0,0,0
"WBGene00050321",21,0,0,0,0,0,0
"WBGene00050322",21,0,0,0,0,0,0
"WBGene00050323",21,0,0,0,0,0,0
"WBGene00050324",21,0,0,0,0,0,0
"WBGene00050325",21,0,0,0,0,0,0
"WBGene00050326",21,0,0,0,0,0,0
"WBGene00050327",21,0,0,0,0,0,0
"WBGene00050328",21,0,0,0,0,0,0
"WBGene00050329",21,0,0,0,0,0,0
"WBGene00050330",21,0,0,0,0,0,0
"WBGene00050331",21,0,0,0,0,0,0
"WBGene00050332",21,0,0,0,0,0,0
"WBGene00050333",21,0,0,0,0,0,0
"WBGene00050334",21,0,0,0,0,0,0
"WBGene00050335",21,0,0,0,0,0,0
"WBGene00050336",21,0,0,0,0,0,0
"WBGene00050337",21,0,0,0,0,0,0
"WBGene00050338",21,0,0,0,0,0,0
"WBGene00050339",21,0,0,0,0,0,0
"WBGene00050340",21,0,0,0,0,0,0
"WBGene00050341",21,0,0,0,0,0,0
"WBGene00050342",21,0,0,0,0,0,0
"WBGene00050343",21,0,0,0,0,0,0
"WBGene00050344",21,0,0,0,0,0,0
"WBGene00050345",21,0,0,0,0,0,0
"WBGene00050346",21,0,0,0,0,0,0
"WBGene00050347",21,0,0,0,0,0,0
"WBGene00050348",21,0,0,0,0,0,0
"WBGene00050349",21,0,0,0,0,0,0
"WBGene00050350",21,0,0,0,0,0,0
"WBGene00050351",21,0,0,0,0,0,0
"WBGene00050352",21,0,0,0,0,0,0
"WBGene00050353",21,0,0,0,0,0,0
"WBGene00050354",21,0,0,0,0,0,0
"WBGene00050355",21,0,0,0,0,0,0
"WBGene00050356",21,0,0,0,0,0,0
"WBGene00050357",21,0,0,0,0,0,0
"WBGene00050358",21,0,0,0,0,0,0
"WBGene00050359",21,0,0,0,0,0,0
"WBGene00050360",21,0,0,0,0,0,0
"WBGene00050361",21,0,0,0,0,0,0
"WBGene00050362",21,0,0,0,0,0,0
"WBGene00050363",21,0,0,0,0,0,0
"WBGene00050364",21,0,0,0,0,0,0
"WBGene00050365",21,0,0,0,0,0,0
"WBGene00050366",21,0,0,0,0,0,0
"WBGene00050367",21,0,0,0,0,0,0
"WBGene00050368",21,0,0,0,0,0,0
"WBGene00050369",21,0,0,0,0,0,0
"WBGene00050370",21,0,0,0,0,0,0
"WBGene00050371",21,0,0,0,0,0,0
"WBGene00050372",21,0,0,0,0,0,0
"WBGene00050373",21,0,0,0,0,0,0
"WBGene00050374",21,0,0,0,0,0,0
"WBGene00050375",21,0,0,0,0,0,0
"WBGene00050376",21,0,0,0,0,0,0
"WBGene00050377",21,0,0,0,0,0,0
"WBGene00050378",21,0,0,0,0,0,0
"WBGene00050379",21,0,0,0,0,0,0
"WBGene00050380",21,0,0,0,0,0,0
"WBGene00050381",21,0,0,0,0,0,0
"WBGene00050382",21,0,0,0,0,0,0
"WBGene00050383",21,0,0,0,0,0,0
"WBGene00050384",21,0,0,0,0,0,0
"WBGene00050385",21,0,0,0,0,0,0
"WBGene00050386",21,0,0,0,0,0,1
"WBGene00050387",21,0,0,0,0,0,0
"WBGene00050388",21,0,0,0,0,0,0
"WBGene00050389",21,0,0,0,0,0,0
"WBGene00050390",21,0,0,0,0,0,0
"WBGene00050391",21,0,0,0,0,0,0
"WBGene00050392",21,0,0,0,0,0,0
"WBGene00050393",21,0,0,0,0,0,0
"WBGene00050394",21,0,0,0,0,0,0
"WBGene00050395",21,0,0,0,0,0,0
"WBGene00050396",21,0,0,0,0,0,0
"WBGene00050397",21,0,0,0,0,0,0
"WBGene00050398",21,0,0,0,0,0,0
"WBGene00050399",21,0,0,0,0,0,0
"WBGene00050400",21,0,0,0,0,0,0
"WBGene00050401",21,0,0,0,0,0,0
"WBGene00050402",21,0,0,0,0,0,0
"WBGene00050403",21,0,0,0,0,0,0
"WBGene00050404",21,0,0,0,0,0,0
"WBGene00050405",21,0,0,0,0,0,0
"WBGene00050406",21,0,0,0,0,0,0
"WBGene00050407",21,0,0,0,0,0,0
"WBGene00050408",21,0,0,0,0,0,0
"WBGene00050409",21,0,0,0,0,0,0
"WBGene00050410",21,0,0,0,0,0,0
"WBGene00050411",21,0,0,0,0,0,0
"WBGene00050412",21,0,0,0,0,0,0
"WBGene00050413",21,0,0,0,0,0,0
"WBGene00050414",21,0,0,0,0,0,0
"WBGene00050415",21,0,0,0,0,0,0
"WBGene00050416",21,0,0,0,0,0,0
"WBGene00050417",21,0,0,0,0,0,0
"WBGene00050418",21,0,0,0,0,0,0
"WBGene00050419",21,0,0,0,0,0,0
"WBGene00050420",21,0,0,0,0,0,0
"WBGene00050421",21,0,0,0,0,0,0
"WBGene00050422",21,0,0,0,0,0,0
"WBGene00050423",21,0,0,0,0,0,0
"WBGene00050424",21,0,0,0,0,0,0
"WBGene00050425",21,0,0,0,0,0,0
"WBGene00050426",21,0,0,0,0,0,0
"WBGene00050427",21,0,0,0,0,0,0
"WBGene00050428",21,0,0,0,0,0,0
"WBGene00050429",21,0,0,0,0,0,0
"WBGene00050430",21,0,0,0,0,0,0
"WBGene00050431",21,0,0,0,0,0,0
"WBGene00050432",21,0,0,0,0,0,0
"WBGene00050433",21,0,0,0,0,0,0
"WBGene00050434",21,0,0,0,0,0,0
"WBGene00050435",21,0,0,0,0,0,0
"WBGene00050436",21,0,0,0,0,0,0
"WBGene00050437",21,0,0,0,0,0,0
"WBGene00050438",21,0,0,0,0,0,0
"WBGene00050439",21,0,0,0,0,0,0
"WBGene00050440",21,0,0,0,0,0,0
"WBGene00050441",21,0,0,0,0,0,0
"WBGene00050442",21,0,0,0,0,0,0
"WBGene00050443",21,0,0,0,0,0,0
"WBGene00050444",21,0,0,0,0,0,0
"WBGene00050445",21,0,0,0,0,0,0
"WBGene00050446",21,0,0,0,0,0,0
"WBGene00050447",21,0,0,0,0,0,0
"WBGene00050448",21,0,0,0,0,0,0
"WBGene00050449",21,0,0,0,0,0,0
"WBGene00050450",21,0,0,0,0,0,0
"WBGene00050451",21,0,0,0,0,0,0
"WBGene00050452",21,0,0,0,0,0,0
"WBGene00050453",21,0,0,0,0,0,0
"WBGene00050454",21,0,0,0,0,0,0
"WBGene00050455",21,0,0,0,0,0,0
"WBGene00050456",21,0,0,0,0,0,0
"WBGene00050457",21,0,0,0,0,0,0
"WBGene00050458",21,0,0,0,0,0,0
"WBGene00050459",21,0,0,0,0,0,0
"WBGene00050460",21,0,0,0,0,0,0
"WBGene00050461",21,0,0,0,0,0,0
"WBGene00050462",21,0,0,0,0,0,0
"WBGene00050463",21,7,5,7,7,20,16
"WBGene00050464",21,0,0,0,0,0,0
"WBGene00050465",21,0,0,0,0,0,0
"WBGene00050466",21,0,0,0,0,0,0
"WBGene00050467",21,0,0,0,0,0,0
"WBGene00050468",21,0,0,0,0,0,0
"WBGene00050469",21,0,0,0,0,0,0
"WBGene00050470",21,0,0,0,0,0,0
"WBGene00050471",21,0,0,0,0,0,0
"WBGene00050472",21,0,0,0,0,0,0
"WBGene00050473",21,0,0,0,0,0,0
"WBGene00050474",21,0,0,0,0,0,0
"WBGene00050475",21,0,0,0,0,0,0
"WBGene00050476",21,0,0,0,0,0,0
"WBGene00050477",21,0,0,0,0,0,0
"WBGene00050478",21,0,0,0,0,0,0
"WBGene00050479",21,0,0,0,0,0,0
"WBGene00050480",21,0,0,0,0,0,0
"WBGene00050481",21,0,0,0,0,0,0
"WBGene00050482",21,0,0,0,0,0,0
"WBGene00050483",21,0,0,0,0,0,0
"WBGene00050484",21,0,0,0,0,0,0
"WBGene00050485",21,0,0,0,0,0,0
"WBGene00050486",21,0,0,0,0,0,0
"WBGene00050487",21,0,0,0,0,0,0
"WBGene00050488",21,0,0,0,0,0,0
"WBGene00050489",21,0,0,0,0,0,0
"WBGene00050490",21,0,0,0,0,0,0
"WBGene00050491",21,0,0,0,0,0,0
"WBGene00050492",21,0,0,0,0,0,0
"WBGene00050493",21,0,0,0,0,0,0
"WBGene00050494",21,0,0,0,0,0,2
"WBGene00050495",21,0,0,0,0,0,0
"WBGene00050496",21,0,0,0,0,0,0
"WBGene00050497",21,0,0,0,0,0,0
"WBGene00050498",21,0,0,0,0,0,0
"WBGene00050499",21,0,0,0,0,0,0
"WBGene00050500",21,0,0,0,0,0,0
"WBGene00050501",21,0,0,0,0,0,0
"WBGene00050502",21,0,0,0,0,0,0
"WBGene00050503",21,0,0,0,0,0,0
"WBGene00050504",21,0,0,0,0,0,0
"WBGene00050505",21,0,0,0,0,0,0
"WBGene00050506",21,0,0,0,0,0,0
"WBGene00050507",21,0,0,0,0,0,0
"WBGene00050508",21,0,0,0,0,0,0
"WBGene00050509",21,0,0,0,0,0,0
"WBGene00050510",21,0,0,0,0,0,0
"WBGene00050511",21,0,0,0,0,0,0
"WBGene00050512",21,0,0,0,0,0,0
"WBGene00050513",21,0,0,0,0,0,0
"WBGene00050514",21,0,0,0,0,0,0
"WBGene00050515",21,0,0,0,0,0,0
"WBGene00050516",21,0,0,0,0,0,0
"WBGene00050517",21,0,0,0,0,0,0
"WBGene00050518",21,0,0,0,0,0,0
"WBGene00050519",21,0,0,0,0,0,0
"WBGene00050520",21,0,0,0,0,0,0
"WBGene00050521",21,0,0,0,0,0,0
"WBGene00050522",21,0,0,0,0,0,0
"WBGene00050523",21,0,0,0,0,0,0
"WBGene00050524",21,0,0,0,0,0,0
"WBGene00050525",21,0,0,0,0,0,0
"WBGene00050526",21,0,0,0,0,0,0
"WBGene00050527",21,0,0,0,0,0,0
"WBGene00050528",21,0,0,0,0,0,0
"WBGene00050529",21,0,0,0,0,0,0
"WBGene00050530",21,0,0,0,0,0,0
"WBGene00050531",21,0,0,0,0,0,0
"WBGene00050532",21,0,0,0,0,0,0
"WBGene00050533",21,0,0,0,0,0,0
"WBGene00050534",21,0,0,0,0,0,0
"WBGene00050535",21,0,0,0,0,0,0
"WBGene00050536",21,0,0,0,0,0,0
"WBGene00050537",21,0,0,0,0,0,0
"WBGene00050538",21,0,0,0,0,0,0
"WBGene00050539",21,0,0,0,0,0,0
"WBGene00050540",21,0,0,0,0,0,0
"WBGene00050541",21,0,0,0,0,0,0
"WBGene00050542",21,0,0,0,0,0,0
"WBGene00050543",21,0,0,0,0,0,0
"WBGene00050544",21,0,0,0,0,0,0
"WBGene00050545",21,0,0,0,0,0,0
"WBGene00050546",21,0,0,0,0,0,0
"WBGene00050547",21,0,0,0,0,0,0
"WBGene00050548",21,0,0,0,0,0,0
"WBGene00050549",21,0,0,0,0,0,0
"WBGene00050550",21,0,0,0,0,0,0
"WBGene00050551",21,0,0,0,0,0,0
"WBGene00050552",21,0,0,0,0,0,0
"WBGene00050553",21,0,0,0,0,0,0
"WBGene00050554",21,0,0,0,0,0,0
"WBGene00050555",21,0,0,0,0,0,0
"WBGene00050556",21,0,0,0,0,0,0
"WBGene00050557",21,0,0,0,0,0,0
"WBGene00050558",21,0,0,0,0,0,0
"WBGene00050559",21,0,0,0,0,0,0
"WBGene00050560",21,0,0,0,0,0,0
"WBGene00050561",21,0,0,0,0,0,0
"WBGene00050562",21,0,0,0,0,0,0
"WBGene00050563",21,0,0,0,0,0,0
"WBGene00050564",21,0,0,0,0,0,0
"WBGene00050565",21,0,0,0,0,0,0
"WBGene00050566",21,0,0,0,0,0,0
"WBGene00050567",21,0,0,0,0,0,0
"WBGene00050568",21,0,0,0,0,0,0
"WBGene00050569",21,0,0,0,0,0,0
"WBGene00050570",21,0,0,0,0,0,0
"WBGene00050571",21,0,0,0,0,0,0
"WBGene00050572",21,0,0,0,0,0,0
"WBGene00050573",21,0,0,0,0,0,0
"WBGene00050574",21,0,0,0,0,0,0
"WBGene00050575",21,0,0,0,0,0,0
"WBGene00050576",21,0,0,0,0,0,0
"WBGene00050577",21,0,0,0,0,0,0
"WBGene00050578",21,0,0,0,0,0,0
"WBGene00050579",21,0,0,0,0,0,0
"WBGene00050580",21,0,0,0,0,0,0
"WBGene00050581",21,0,0,0,0,0,0
"WBGene00050582",21,0,0,0,0,0,0
"WBGene00050583",21,0,0,0,0,0,0
"WBGene00050584",21,0,0,0,0,0,0
"WBGene00050585",21,0,0,0,0,0,0
"WBGene00050586",21,0,0,0,0,0,0
"WBGene00050587",21,0,0,0,0,0,0
"WBGene00050588",21,0,0,0,0,0,0
"WBGene00050589",21,0,0,0,0,0,0
"WBGene00050590",21,0,0,0,0,0,0
"WBGene00050591",21,0,0,0,0,0,0
"WBGene00050592",21,0,0,0,0,0,0
"WBGene00050593",21,0,0,0,0,0,0
"WBGene00050594",21,0,0,0,0,0,0
"WBGene00050595",21,0,0,0,0,0,0
"WBGene00050596",21,0,0,0,0,0,0
"WBGene00050597",21,0,0,0,0,0,0
"WBGene00050598",21,0,0,0,0,0,0
"WBGene00050599",21,0,0,0,0,0,0
"WBGene00050600",21,0,0,0,0,0,0
"WBGene00050601",21,0,0,0,0,0,0
"WBGene00050602",21,0,0,0,0,0,0
"WBGene00050603",21,0,0,0,0,0,0
"WBGene00050604",21,0,0,0,0,0,0
"WBGene00050605",21,0,0,0,0,0,0
"WBGene00050606",21,0,0,0,0,0,0
"WBGene00050607",21,0,0,0,0,0,0
"WBGene00050608",21,0,0,0,0,0,0
"WBGene00050609",21,0,0,0,0,0,0
"WBGene00050610",21,0,0,0,0,0,0
"WBGene00050611",21,0,0,0,0,0,0
"WBGene00050612",21,0,0,0,0,0,0
"WBGene00050613",21,0,0,0,0,0,0
"WBGene00050614",21,0,0,0,0,0,0
"WBGene00050615",21,0,0,0,0,0,0
"WBGene00050616",21,0,0,0,0,0,0
"WBGene00050617",21,0,0,0,0,0,0
"WBGene00050618",21,0,0,0,0,0,0
"WBGene00050619",21,0,0,0,0,0,0
"WBGene00050620",21,0,0,0,0,0,0
"WBGene00050621",21,0,0,0,0,0,0
"WBGene00050622",21,0,0,0,0,0,0
"WBGene00050623",21,0,0,0,0,0,0
"WBGene00050624",21,0,0,0,0,0,0
"WBGene00050625",21,0,0,0,0,0,0
"WBGene00050626",21,0,0,0,0,0,0
"WBGene00050627",21,0,0,0,0,0,0
"WBGene00050628",21,0,0,0,0,0,0
"WBGene00050629",21,0,0,0,0,0,0
"WBGene00050630",21,0,0,0,0,0,0
"WBGene00050631",21,0,0,0,0,0,0
"WBGene00050632",21,0,0,0,0,0,0
"WBGene00050633",21,0,0,0,0,0,0
"WBGene00050634",21,0,0,0,0,0,0
"WBGene00050635",21,0,0,0,0,0,0
"WBGene00050636",21,0,0,0,0,0,0
"WBGene00050637",21,0,0,0,0,0,0
"WBGene00050638",21,0,0,0,0,0,0
"WBGene00050639",21,0,0,0,0,0,0
"WBGene00050640",21,0,0,0,0,0,0
"WBGene00050641",21,0,0,0,0,0,0
"WBGene00050642",21,0,0,0,0,0,0
"WBGene00050643",21,0,0,0,0,0,0
"WBGene00050644",21,0,0,0,0,0,0
"WBGene00050645",21,0,0,0,0,0,0
"WBGene00050646",21,0,0,0,0,0,0
"WBGene00050647",21,0,0,0,0,0,0
"WBGene00050648",21,0,0,0,0,0,0
"WBGene00050649",21,0,0,0,0,0,0
"WBGene00050650",21,0,0,0,0,0,0
"WBGene00050651",21,0,0,0,0,0,0
"WBGene00050652",21,0,0,0,0,0,0
"WBGene00050653",21,0,0,0,0,0,0
"WBGene00050654",21,0,0,0,0,0,0
"WBGene00050655",21,0,0,0,0,0,0
"WBGene00050656",21,0,0,0,0,0,0
"WBGene00050657",21,0,1,0,0,0,0
"WBGene00050658",21,0,0,0,0,0,0
"WBGene00050659",21,0,0,0,0,0,0
"WBGene00050660",21,0,0,0,0,0,0
"WBGene00050661",21,0,0,0,0,0,0
"WBGene00050662",21,0,0,0,0,0,0
"WBGene00050663",21,0,0,0,0,0,0
"WBGene00050664",21,0,0,0,0,0,0
"WBGene00050665",21,0,0,0,0,0,0
"WBGene00050666",21,0,0,0,0,0,0
"WBGene00050667",21,0,0,0,0,0,0
"WBGene00050668",21,0,0,0,0,0,0
"WBGene00050669",21,0,0,0,0,0,0
"WBGene00050670",21,0,0,0,0,0,0
"WBGene00050671",21,0,0,0,0,0,0
"WBGene00050672",21,0,0,0,0,0,0
"WBGene00050673",21,0,0,0,0,0,0
"WBGene00050674",21,0,0,0,0,0,0
"WBGene00050675",21,0,0,0,0,0,0
"WBGene00050676",21,0,0,0,0,0,0
"WBGene00050677",21,0,0,0,0,0,0
"WBGene00050678",21,0,0,0,0,0,0
"WBGene00050679",21,0,0,0,0,0,0
"WBGene00050680",21,0,0,0,0,0,0
"WBGene00050681",21,0,0,0,0,0,0
"WBGene00050682",21,0,0,0,0,0,0
"WBGene00050683",21,0,0,0,0,0,0
"WBGene00050684",21,0,0,0,0,0,0
"WBGene00050685",21,0,0,0,0,0,0
"WBGene00050686",21,0,0,0,0,0,0
"WBGene00050687",21,0,0,0,0,0,0
"WBGene00050688",21,0,0,0,0,0,0
"WBGene00050689",21,0,0,0,0,0,0
"WBGene00050690",21,0,0,0,0,0,0
"WBGene00050691",21,0,0,0,0,0,0
"WBGene00050692",21,0,0,0,0,0,0
"WBGene00050693",21,0,0,0,0,0,0
"WBGene00050694",21,0,0,0,0,0,0
"WBGene00050695",21,0,0,0,0,0,0
"WBGene00050696",21,0,0,0,0,0,0
"WBGene00050697",21,0,0,0,0,0,0
"WBGene00050698",21,0,0,0,0,0,0
"WBGene00050699",21,0,0,0,0,0,0
"WBGene00050700",21,0,0,0,0,0,0
"WBGene00050701",21,0,0,0,0,0,0
"WBGene00050702",21,0,0,0,0,0,0
"WBGene00050703",21,0,0,0,0,0,0
"WBGene00050704",21,0,0,0,0,0,0
"WBGene00050705",21,0,0,0,0,0,0
"WBGene00050706",21,0,0,0,0,0,0
"WBGene00050707",21,0,0,0,0,0,0
"WBGene00050708",21,0,0,0,0,0,0
"WBGene00050709",21,0,0,0,0,0,0
"WBGene00050710",21,0,0,0,0,0,0
"WBGene00050711",21,0,0,0,0,0,0
"WBGene00050712",21,0,0,0,0,0,0
"WBGene00050713",21,0,0,0,0,0,0
"WBGene00050714",21,0,0,0,0,0,0
"WBGene00050715",21,0,0,0,0,0,0
"WBGene00050716",21,0,0,0,0,0,0
"WBGene00050717",21,0,0,0,0,0,0
"WBGene00050718",21,0,0,0,0,0,0
"WBGene00050719",21,0,0,0,0,0,0
"WBGene00050720",21,0,0,0,0,0,0
"WBGene00050721",21,0,0,0,0,0,0
"WBGene00050722",21,0,0,0,0,0,0
"WBGene00050723",21,0,0,0,0,0,0
"WBGene00050724",21,0,0,0,0,0,0
"WBGene00050725",21,0,0,0,0,0,0
"WBGene00050726",21,0,0,0,0,0,0
"WBGene00050727",21,0,0,0,0,0,0
"WBGene00050728",21,0,0,0,0,0,0
"WBGene00050729",21,0,0,0,0,0,0
"WBGene00050730",21,0,0,0,0,0,0
"WBGene00050731",21,0,0,0,0,0,0
"WBGene00050732",21,0,0,0,0,0,0
"WBGene00050733",21,0,0,0,0,0,0
"WBGene00050734",21,0,0,0,0,0,0
"WBGene00050735",21,0,0,0,0,0,0
"WBGene00050736",21,0,0,0,0,0,0
"WBGene00050737",21,0,0,0,0,0,0
"WBGene00050738",21,0,0,0,0,0,0
"WBGene00050739",21,0,0,0,0,0,0
"WBGene00050740",21,0,0,0,0,0,0
"WBGene00050741",21,0,0,0,0,0,0
"WBGene00050742",21,0,0,0,0,0,0
"WBGene00050743",21,0,0,0,0,0,0
"WBGene00050744",21,0,0,0,0,0,0
"WBGene00050745",21,0,0,0,0,0,0
"WBGene00050746",21,0,0,0,0,0,0
"WBGene00050747",21,0,0,0,0,0,0
"WBGene00050748",21,0,0,0,0,0,0
"WBGene00050749",21,0,0,0,0,0,0
"WBGene00050750",21,0,0,0,0,0,0
"WBGene00050751",21,0,0,0,0,0,0
"WBGene00050752",21,0,0,0,0,0,0
"WBGene00050753",21,0,0,0,0,0,0
"WBGene00050754",21,0,0,0,0,0,0
"WBGene00050755",21,0,0,0,0,0,0
"WBGene00050756",21,0,0,0,0,0,0
"WBGene00050757",21,0,0,0,0,0,0
"WBGene00050758",21,0,0,0,0,0,0
"WBGene00050759",21,0,0,0,0,0,0
"WBGene00050760",21,0,0,0,0,0,0
"WBGene00050761",21,0,0,0,0,0,0
"WBGene00050762",21,0,0,0,0,0,0
"WBGene00050763",21,0,0,0,0,0,0
"WBGene00050764",21,0,0,0,0,0,0
"WBGene00050765",21,0,0,0,0,0,0
"WBGene00050766",21,0,0,0,0,0,0
"WBGene00050767",21,0,0,0,0,0,0
"WBGene00050768",21,0,0,0,0,0,0
"WBGene00050769",21,0,0,0,0,0,0
"WBGene00050770",21,0,0,0,0,0,0
"WBGene00050771",21,0,0,0,0,0,0
"WBGene00050772",21,0,0,0,0,0,0
"WBGene00050773",21,0,0,0,0,0,0
"WBGene00050774",21,0,0,0,0,0,0
"WBGene00050775",21,0,0,0,0,0,0
"WBGene00050776",21,0,0,0,0,0,0
"WBGene00050777",21,0,0,0,0,0,0
"WBGene00050778",21,0,0,0,0,0,0
"WBGene00050779",21,0,0,0,0,0,0
"WBGene00050780",21,0,0,0,0,0,0
"WBGene00050781",21,0,0,0,0,0,0
"WBGene00050782",21,0,0,0,0,0,0
"WBGene00050783",21,0,0,0,0,0,0
"WBGene00050784",21,0,0,0,0,0,0
"WBGene00050785",21,0,0,0,0,0,0
"WBGene00050786",21,0,0,0,0,0,0
"WBGene00050787",21,0,0,0,0,0,0
"WBGene00050788",21,0,0,0,0,0,0
"WBGene00050789",21,0,0,0,0,0,0
"WBGene00050790",21,0,0,0,0,0,0
"WBGene00050791",21,0,0,0,0,0,0
"WBGene00050792",21,0,0,0,0,0,0
"WBGene00050793",21,0,0,0,0,0,0
"WBGene00050794",21,0,0,0,0,0,0
"WBGene00050795",21,0,0,0,0,0,0
"WBGene00050796",21,0,0,0,0,0,0
"WBGene00050797",21,0,0,0,0,0,0
"WBGene00050798",21,0,0,0,0,0,0
"WBGene00050799",21,0,0,0,0,0,0
"WBGene00050800",21,0,0,0,0,0,0
"WBGene00050801",21,0,0,0,0,0,0
"WBGene00050802",21,0,0,0,0,0,0
"WBGene00050803",21,0,0,0,0,0,0
"WBGene00050804",21,0,0,0,0,0,0
"WBGene00050805",21,0,0,0,0,0,0
"WBGene00050806",21,0,0,0,0,0,0
"WBGene00050807",21,0,0,0,0,0,0
"WBGene00050808",21,0,0,0,0,0,0
"WBGene00050809",21,0,0,0,0,0,0
"WBGene00050810",21,0,0,0,0,0,0
"WBGene00050811",21,0,0,0,0,0,0
"WBGene00050812",21,0,0,0,0,0,0
